"page","domaine_tiers","ressource","type_ressource","moment","initiateur"
"https://www.syntheticswarm.ai/pricing","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/pricing"
"https://www.syntheticswarm.ai/tarifs","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/tarifs"
"https://www.syntheticswarm.ai/tarifs","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/tarifs"
"https://www.syntheticswarm.ai/tarifs","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/tarifs"
"https://www.syntheticswarm.ai/faq","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/faq"
"https://www.syntheticswarm.ai/faq","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/faq"
"https://www.syntheticswarm.ai/faq","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/faq"
"https://www.syntheticswarm.ai/faq-fr","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/faq-fr"
"https://www.syntheticswarm.ai/faq-fr","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/faq-fr"
"https://www.syntheticswarm.ai/faq-fr","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/faq-fr"
"https://www.syntheticswarm.ai/about","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/about"
"https://www.syntheticswarm.ai/about","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/about"
"https://www.syntheticswarm.ai/about","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/about"
"https://www.syntheticswarm.ai/a-propos","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/a-propos"
"https://www.syntheticswarm.ai/a-propos","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/a-propos"
"https://www.syntheticswarm.ai/a-propos","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/a-propos"
"https://www.syntheticswarm.ai/careers","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/careers"
"https://www.syntheticswarm.ai/careers","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/careers"
"https://www.syntheticswarm.ai/careers","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/careers"
"https://www.syntheticswarm.ai/recrutement","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/recrutement"
"https://www.syntheticswarm.ai/recrutement","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/recrutement"
"https://www.syntheticswarm.ai/recrutement","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/recrutement"
"https://www.syntheticswarm.ai/contact","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/contact"
"https://www.syntheticswarm.ai/contact","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/contact"
"https://www.syntheticswarm.ai/contact","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/contact"
"https://www.syntheticswarm.ai/contact-fr","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/contact-fr"
"https://www.syntheticswarm.ai/contact-fr","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/contact-fr"
"https://www.syntheticswarm.ai/contact-fr","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/contact-fr"
"https://www.syntheticswarm.ai/customers","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/customers"
"https://www.syntheticswarm.ai/customers","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/customers"
"https://www.syntheticswarm.ai/customers","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/customers"
"https://www.syntheticswarm.ai/clients","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/clients"
"https://www.syntheticswarm.ai/clients","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/clients"
"https://www.syntheticswarm.ai/clients","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/clients"
"https://www.syntheticswarm.ai/media","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/media"
"https://www.syntheticswarm.ai/media","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/media"
"https://www.syntheticswarm.ai/media","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/media"
"https://www.syntheticswarm.ai/medias","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/medias"
"https://www.syntheticswarm.ai/medias","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/medias"
"https://www.syntheticswarm.ai/medias","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/medias"
"https://www.syntheticswarm.ai/legal-notice","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/legal-notice"
"https://www.syntheticswarm.ai/legal-notice","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/legal-notice"
"https://www.syntheticswarm.ai/legal-notice","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/legal-notice"
"https://www.syntheticswarm.ai/mentions-legales","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/mentions-legales"
"https://www.syntheticswarm.ai/mentions-legales","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/mentions-legales"
"https://www.syntheticswarm.ai/mentions-legales","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/mentions-legales"
"https://www.syntheticswarm.ai/privacy","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/privacy"
"https://www.syntheticswarm.ai/privacy","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/privacy"
"https://www.syntheticswarm.ai/privacy","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/privacy"
"https://www.syntheticswarm.ai/confidentialite","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/confidentialite"
"https://www.syntheticswarm.ai/confidentialite","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/confidentialite"
"https://www.syntheticswarm.ai/confidentialite","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/confidentialite"
"https://www.syntheticswarm.ai/terms","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/terms"
"https://www.syntheticswarm.ai/terms","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/terms"
"https://www.syntheticswarm.ai/terms","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/terms"
"https://www.syntheticswarm.ai/conditions","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/conditions"
"https://www.syntheticswarm.ai/conditions","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/conditions"
"https://www.syntheticswarm.ai/conditions","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/conditions"
"https://www.syntheticswarm.ai/opt-out","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/opt-out"
"https://www.syntheticswarm.ai/opt-out","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/opt-out"
"https://www.syntheticswarm.ai/opt-out","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/opt-out"
"https://www.syntheticswarm.ai/opposition","fonts.googleapis.com","https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap","stylesheet","avant_interaction","https://www.syntheticswarm.ai/opposition"
"https://www.syntheticswarm.ai/opposition","fonts.gstatic.com","https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2","font","avant_interaction","https://www.syntheticswarm.ai/opposition"
"https://www.syntheticswarm.ai/opposition","fonts.gstatic.com","https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2","font","avant_interaction","https://www.syntheticswarm.ai/opposition"
